order_id,target,total_items,exported,output_file
00104781,euro-pallet,47,no,
00104782,rollcontainer,37,no,
00104783,euro-pallet,55,no,
00104784,rollcontainer,43,no,
00104785,rollcontainer,36,no,
00104786,rollcontainer,30,no,
00104787,euro-pallet,59,no,
00104788,rollcontainer,34,no,
00104789,rollcontainer,23,no,
00104790,euro-pallet,47,no,
00104791,euro-pallet,64,no,
00104792,rollcontainer,39,no,
00104793,rollcontainer,42,no,
00104794,rollcontainer,39,no,
00104795,euro-pallet,54,no,
00104796,euro-pallet,63,no,
00104797,euro-pallet,38,no,
00104798,rollcontainer,21,no,
00104799,euro-pallet,43,no,
00104800,euro-pallet,51,no,
00104801,rollcontainer,51,no,
00104802,rollcontainer,42,no,
00104803,rollcontainer,67,no,
00104804,rollcontainer,25,no,
00104805,rollcontainer,35,no,
00104806,euro-pallet,36,no,
00104807,rollcontainer,16,no,
00104808,euro-pallet,43,no,
00104809,euro-pallet,59,no,
00104810,euro-pallet,61,no,
00104811,rollcontainer,39,no,
00104812,rollcontainer,34,no,
00104813,euro-pallet,56,no,
00104814,euro-pallet,47,no,
00104815,euro-pallet,38,no,
00104816,euro-pallet,51,no,
00104817,euro-pallet,46,no,
00104818,euro-pallet,55,no,
00104819,rollcontainer,36,no,
00104820,rollcontainer,44,no,
00104821,rollcontainer,40,no,
00104822,euro-pallet,42,no,
00104823,rollcontainer,16,no,
00104824,rollcontainer,36,no,
00104825,rollcontainer,48,no,
00104826,euro-pallet,60,no,
00104827,euro-pallet,50,no,
00104828,euro-pallet,49,no,
00104829,euro-pallet,55,no,
00104830,euro-pallet,54,no,
00104831,euro-pallet,42,no,
00104832,euro-pallet,58,no,
00104833,euro-pallet,59,no,
00104834,rollcontainer,34,no,
00104835,rollcontainer,30,no,
00104836,rollcontainer,39,yes,bedbpp_order_00104836_rollcontainer.txt
00104837,euro-pallet,50,no,
00104838,euro-pallet,64,no,
00104839,rollcontainer,41,no,
00104840,euro-pallet,45,no,
00104841,euro-pallet,53,no,
00104842,euro-pallet,52,no,
00104843,rollcontainer,40,no,
00104844,rollcontainer,36,no,
00104845,rollcontainer,39,no,
00104846,euro-pallet,63,no,
00104847,rollcontainer,32,no,
00104848,rollcontainer,38,no,
00104849,euro-pallet,70,no,
00104850,euro-pallet,32,no,
00104851,euro-pallet,63,no,
00104852,rollcontainer,38,no,
00104853,euro-pallet,58,no,
00104854,euro-pallet,45,no,
00104855,rollcontainer,40,no,
00104856,euro-pallet,54,no,
00104857,euro-pallet,48,no,
00104858,euro-pallet,37,no,
00104859,rollcontainer,33,no,
00104860,euro-pallet,55,no,
00104861,euro-pallet,38,no,
00104862,rollcontainer,49,no,
00104863,rollcontainer,37,no,
00104864,rollcontainer,48,no,
00104865,euro-pallet,54,no,
00104866,rollcontainer,45,no,
00104867,euro-pallet,46,no,
00104868,rollcontainer,16,no,
00104869,rollcontainer,41,no,
00104870,euro-pallet,43,no,
00104871,rollcontainer,43,no,
00104872,euro-pallet,49,no,
00104873,euro-pallet,43,no,
00104874,rollcontainer,41,no,
00104875,rollcontainer,19,no,
00104876,euro-pallet,52,no,
00104877,rollcontainer,45,no,
00104878,rollcontainer,25,no,
00104879,rollcontainer,33,no,
00104880,rollcontainer,15,no,
00104881,euro-pallet,56,no,
00104882,rollcontainer,59,no,
00104883,rollcontainer,41,no,
00104884,rollcontainer,24,no,
00104885,euro-pallet,55,no,
00104886,euro-pallet,47,no,
00104887,rollcontainer,16,no,
00104888,rollcontainer,32,no,
00104889,rollcontainer,32,no,
00104890,rollcontainer,51,no,
00104891,rollcontainer,35,no,
00104892,euro-pallet,50,no,
00104893,rollcontainer,34,no,
00104894,rollcontainer,43,no,
00104895,rollcontainer,44,no,
00104896,rollcontainer,42,no,
00104897,euro-pallet,41,no,
00104898,euro-pallet,75,no,
00104899,rollcontainer,46,no,
00104900,euro-pallet,48,no,
00104901,euro-pallet,46,no,
00104902,rollcontainer,17,no,
00104903,euro-pallet,49,no,
00104904,euro-pallet,45,no,
00104905,euro-pallet,33,no,
00104906,euro-pallet,93,no,
00104907,euro-pallet,46,no,
00104908,rollcontainer,16,no,
00104909,rollcontainer,38,no,
00104910,rollcontainer,18,no,
00104911,rollcontainer,20,no,
00104912,euro-pallet,55,no,
00104913,euro-pallet,52,no,
00104914,euro-pallet,49,no,
00104915,rollcontainer,36,no,
00104916,euro-pallet,35,no,
00104917,rollcontainer,25,no,
00104918,rollcontainer,25,no,
00104919,rollcontainer,41,no,
00104920,euro-pallet,44,no,
00104921,rollcontainer,42,no,
00104922,euro-pallet,34,no,
00104923,euro-pallet,56,no,
00104924,euro-pallet,58,no,
00104925,rollcontainer,38,no,
00104926,rollcontainer,26,no,
00104927,rollcontainer,20,no,
00104928,rollcontainer,29,no,
00104929,rollcontainer,37,no,
00104930,euro-pallet,53,no,
00104931,rollcontainer,19,no,
00104932,rollcontainer,18,no,
00104933,euro-pallet,44,no,
00104934,rollcontainer,74,no,
00104935,rollcontainer,73,no,
00104936,rollcontainer,46,no,
00104937,rollcontainer,43,no,
00104938,euro-pallet,45,no,
00104939,rollcontainer,30,no,
00104940,euro-pallet,59,no,
00104941,rollcontainer,70,no,
00104942,euro-pallet,40,no,
00104943,rollcontainer,17,no,
00104944,rollcontainer,46,no,
00104945,rollcontainer,46,no,
00104946,euro-pallet,60,no,
00104947,euro-pallet,50,no,
00104948,euro-pallet,49,no,
00104949,euro-pallet,56,no,
00104950,euro-pallet,36,no,
00104951,rollcontainer,47,no,
00104952,rollcontainer,44,no,
00104953,euro-pallet,27,no,
00104954,euro-pallet,51,no,
00104955,rollcontainer,49,no,
00104956,rollcontainer,21,no,
00104957,euro-pallet,57,no,
00104958,euro-pallet,33,no,
00104959,rollcontainer,40,no,
00104960,rollcontainer,48,no,
00104961,euro-pallet,52,no,
00104962,euro-pallet,54,no,
00104963,euro-pallet,45,no,
00104964,euro-pallet,60,no,
00104965,euro-pallet,36,no,
00104966,euro-pallet,52,no,
00104967,euro-pallet,52,no,
00104968,rollcontainer,21,no,
00104969,rollcontainer,31,no,
00104970,euro-pallet,93,no,
00104971,euro-pallet,58,no,
00104972,rollcontainer,45,no,
00104973,euro-pallet,107,no,
00104974,euro-pallet,54,no,
00104975,euro-pallet,56,no,
00104976,euro-pallet,65,no,
00104977,rollcontainer,42,no,
00104978,euro-pallet,47,no,
00104979,rollcontainer,24,no,
00104980,rollcontainer,40,no,
00104981,rollcontainer,43,no,
00104982,rollcontainer,41,no,
00104983,rollcontainer,32,no,
00104984,rollcontainer,43,no,
00104985,rollcontainer,51,no,
00104986,rollcontainer,46,no,
00104987,euro-pallet,49,no,
00104988,euro-pallet,52,no,
00104989,rollcontainer,48,no,
00104990,rollcontainer,35,no,
00104991,rollcontainer,38,no,
00104992,rollcontainer,20,no,
00104993,rollcontainer,38,no,
00104994,rollcontainer,38,no,
00104995,rollcontainer,35,no,
00104996,rollcontainer,40,no,
00104997,rollcontainer,18,no,
00104998,rollcontainer,42,no,
00104999,rollcontainer,34,no,
00105000,euro-pallet,45,no,
00105001,rollcontainer,33,no,
00105002,rollcontainer,19,no,
00105003,rollcontainer,28,no,
00105004,euro-pallet,37,no,
00105005,rollcontainer,40,no,
00105006,euro-pallet,65,no,
00105007,euro-pallet,56,no,
00105008,rollcontainer,18,no,
00105009,rollcontainer,46,no,
00105010,euro-pallet,59,no,
00105011,rollcontainer,45,no,
00105012,rollcontainer,37,no,
00105013,rollcontainer,26,no,
00105014,euro-pallet,50,no,
00105015,rollcontainer,34,no,
00105016,rollcontainer,48,no,
00105017,rollcontainer,20,no,
00105018,euro-pallet,58,no,
00105019,euro-pallet,60,no,
00105020,rollcontainer,32,no,
00105021,rollcontainer,34,no,
00105022,rollcontainer,33,no,
00105023,rollcontainer,37,no,
00105024,euro-pallet,31,no,
00105025,euro-pallet,32,no,
00105026,rollcontainer,36,no,
00105027,rollcontainer,41,no,
00105028,euro-pallet,35,no,
00105029,rollcontainer,66,no,
00105030,rollcontainer,47,no,
00105031,euro-pallet,58,no,
00105032,euro-pallet,68,no,
00105033,euro-pallet,34,no,
00105034,rollcontainer,18,no,
00105035,rollcontainer,51,no,
00105036,rollcontainer,46,no,
00105037,rollcontainer,47,no,
00105038,euro-pallet,47,no,
00105039,euro-pallet,31,no,
00105040,rollcontainer,37,no,
00105041,rollcontainer,38,no,
00105042,rollcontainer,19,no,
00105043,euro-pallet,45,no,
00105044,rollcontainer,26,no,
00105045,rollcontainer,31,no,
00105046,rollcontainer,50,no,
00105047,rollcontainer,26,no,
00105048,euro-pallet,34,no,
00105049,rollcontainer,36,no,
00105050,euro-pallet,44,no,
00105051,euro-pallet,54,no,
00105052,euro-pallet,56,no,
00105053,rollcontainer,44,no,
00105054,euro-pallet,64,no,
00105055,rollcontainer,20,no,
00105056,rollcontainer,15,no,
00105057,euro-pallet,37,no,
00105058,rollcontainer,37,no,
00105059,euro-pallet,61,no,
00105060,euro-pallet,67,no,
00105061,rollcontainer,39,no,
00105062,rollcontainer,33,no,
00105063,rollcontainer,39,no,
00105064,rollcontainer,46,no,
00105065,rollcontainer,46,no,
00105066,euro-pallet,28,no,
00105067,rollcontainer,69,no,
00105068,rollcontainer,29,no,
00105069,rollcontainer,19,no,
00105070,rollcontainer,31,no,
00105071,euro-pallet,63,no,
00105072,rollcontainer,18,no,
00105073,rollcontainer,26,no,
00105074,euro-pallet,48,no,
00105075,rollcontainer,44,no,
00105076,rollcontainer,69,no,
00105077,rollcontainer,38,no,
00105078,euro-pallet,47,no,
00105079,euro-pallet,37,no,
00105080,rollcontainer,44,no,
00105081,euro-pallet,54,no,
00105082,euro-pallet,60,no,
00105083,euro-pallet,59,no,
00105084,rollcontainer,44,no,
00105085,rollcontainer,23,no,
00105086,rollcontainer,43,no,
00105087,rollcontainer,36,no,
00105088,euro-pallet,60,no,
00105089,rollcontainer,39,no,
00105090,rollcontainer,36,no,
00105091,rollcontainer,36,no,
00105092,rollcontainer,44,no,
00105093,rollcontainer,20,no,
00105094,euro-pallet,63,no,
00105095,rollcontainer,33,no,
00105096,euro-pallet,54,no,
00105097,rollcontainer,42,no,
00105098,rollcontainer,23,no,
00105099,rollcontainer,29,no,
00105100,euro-pallet,54,no,
00105101,rollcontainer,41,no,
00105102,euro-pallet,46,no,
00105103,euro-pallet,53,no,
00105104,rollcontainer,15,no,
00105105,rollcontainer,30,no,
00105106,rollcontainer,19,no,
00105107,euro-pallet,37,no,
00105108,rollcontainer,27,no,
00105109,euro-pallet,54,no,
00105110,rollcontainer,31,no,
00105111,rollcontainer,20,no,
00105112,euro-pallet,59,no,
00105113,euro-pallet,45,no,
00105114,euro-pallet,57,no,
00105115,euro-pallet,32,no,
00105116,rollcontainer,34,no,
00105117,euro-pallet,44,no,
00105118,rollcontainer,32,no,
00105119,euro-pallet,50,no,
00105120,rollcontainer,48,no,
00105121,euro-pallet,103,no,
00105122,rollcontainer,41,no,
00105123,euro-pallet,58,no,
00105124,rollcontainer,35,no,
00105125,rollcontainer,48,no,
00105126,euro-pallet,52,no,
00105127,euro-pallet,47,no,
00105128,euro-pallet,35,no,
00105129,euro-pallet,54,no,
00105130,rollcontainer,26,no,
00105131,euro-pallet,52,no,
00105132,rollcontainer,44,no,
00105133,euro-pallet,55,no,
00105134,rollcontainer,41,no,
00105135,rollcontainer,43,no,
00105136,euro-pallet,43,no,
00105137,rollcontainer,21,no,
00105138,rollcontainer,41,no,
00105139,rollcontainer,31,no,
00105140,rollcontainer,44,no,
00105141,rollcontainer,42,no,
00105142,euro-pallet,48,no,
00105143,rollcontainer,31,no,
00105144,euro-pallet,48,no,
00105145,rollcontainer,44,no,
00105146,rollcontainer,41,no,
00105147,rollcontainer,43,no,
00105148,euro-pallet,49,no,
00105149,euro-pallet,53,no,
00105150,rollcontainer,44,no,
00105151,euro-pallet,51,no,
00105152,rollcontainer,39,no,
00105153,rollcontainer,40,no,
00105154,euro-pallet,54,no,
00105155,euro-pallet,60,no,
00105156,rollcontainer,47,no,
00105157,euro-pallet,62,no,
00105158,rollcontainer,17,no,
00105159,euro-pallet,54,no,
00105160,rollcontainer,41,no,
00105161,rollcontainer,36,no,
00105162,euro-pallet,53,no,
00105163,rollcontainer,20,no,
00105164,euro-pallet,51,no,
00105165,rollcontainer,33,no,
00105166,euro-pallet,58,no,
00105167,rollcontainer,45,no,
00105168,euro-pallet,31,no,
00105169,euro-pallet,40,no,
00105170,euro-pallet,45,no,
00105171,rollcontainer,22,no,
00105172,euro-pallet,56,no,
00105173,rollcontainer,40,no,
00105174,rollcontainer,38,no,
00105175,rollcontainer,40,no,
00105176,euro-pallet,57,no,
00105177,euro-pallet,38,no,
00105178,euro-pallet,39,no,
00105179,rollcontainer,38,no,
00105180,rollcontainer,44,no,
00105181,rollcontainer,40,no,
00105182,rollcontainer,47,no,
00105183,euro-pallet,48,no,
00105184,euro-pallet,43,no,
00105185,rollcontainer,32,no,
00105186,euro-pallet,46,no,
00105187,rollcontainer,43,no,
00105188,rollcontainer,33,no,
00105189,rollcontainer,17,no,
00105190,rollcontainer,43,no,
00105191,rollcontainer,32,no,
00105192,euro-pallet,63,no,
00105193,euro-pallet,59,no,
00105194,rollcontainer,41,no,
00105195,rollcontainer,37,no,
00105196,rollcontainer,35,no,
00105197,euro-pallet,24,no,
00105198,rollcontainer,45,no,
00105199,rollcontainer,17,no,
00105200,rollcontainer,17,no,
00105201,euro-pallet,33,no,
00105202,euro-pallet,40,no,
00105203,euro-pallet,46,no,
00105204,euro-pallet,56,no,
00105205,euro-pallet,44,no,
00105206,rollcontainer,39,no,
00105207,rollcontainer,34,no,
00105208,rollcontainer,16,no,
00105209,rollcontainer,44,no,
00105210,euro-pallet,32,no,
00105211,euro-pallet,42,no,
00105212,euro-pallet,52,no,
00105213,rollcontainer,45,no,
00105214,rollcontainer,43,no,
00105215,rollcontainer,20,no,
00105216,euro-pallet,54,no,
00105217,rollcontainer,16,no,
00105218,rollcontainer,31,no,
00105219,rollcontainer,49,no,
00105220,euro-pallet,45,no,
00105221,euro-pallet,56,no,
00105222,rollcontainer,34,no,
00105223,rollcontainer,46,no,
00105224,rollcontainer,40,no,
00105225,rollcontainer,20,no,
00105226,euro-pallet,27,no,
00105227,rollcontainer,45,no,
00105228,euro-pallet,68,no,
00105229,rollcontainer,44,no,
00105230,euro-pallet,61,no,
00105231,euro-pallet,61,no,
00105232,euro-pallet,36,no,
00105233,euro-pallet,55,no,
00105234,euro-pallet,32,no,
00105235,euro-pallet,49,no,
00105236,euro-pallet,47,no,
00105237,rollcontainer,42,no,
00105238,rollcontainer,42,no,
00105239,rollcontainer,40,no,
00105240,euro-pallet,50,no,
00105241,rollcontainer,25,no,
00105242,euro-pallet,50,no,
00105243,rollcontainer,33,no,
00105244,rollcontainer,23,no,
00105245,rollcontainer,31,no,
00105246,euro-pallet,30,no,
00105247,rollcontainer,30,no,
00105248,rollcontainer,27,no,
00105249,rollcontainer,41,no,
00105250,euro-pallet,56,no,
00105251,euro-pallet,52,no,
00105252,rollcontainer,45,no,
00105253,euro-pallet,50,no,
00105254,rollcontainer,43,no,
00105255,rollcontainer,43,no,
00105256,rollcontainer,40,no,
00105257,euro-pallet,61,no,
00105258,rollcontainer,33,no,
00105259,rollcontainer,32,no,
00105260,rollcontainer,45,no,
00105261,euro-pallet,36,no,
00105262,rollcontainer,36,no,
00105263,euro-pallet,92,no,
00105264,rollcontainer,39,no,
00105265,euro-pallet,45,no,
00105266,rollcontainer,48,no,
00105267,euro-pallet,45,no,
00105268,euro-pallet,56,no,
00105269,rollcontainer,39,no,
00105270,euro-pallet,44,no,
00105271,euro-pallet,28,no,
00105272,rollcontainer,35,no,
00105273,euro-pallet,51,no,
00105274,euro-pallet,42,no,
00105275,rollcontainer,34,no,
00105276,rollcontainer,17,no,
00105277,rollcontainer,43,no,
00105278,rollcontainer,42,no,
00105279,euro-pallet,38,no,
00105280,euro-pallet,53,no,
00105281,euro-pallet,76,no,
00105282,euro-pallet,66,no,
00105283,euro-pallet,123,yes,bedbpp_order_00105283_euro-pallet.txt
00105284,rollcontainer,40,no,
00105285,euro-pallet,63,no,
00105286,rollcontainer,34,no,
00105287,euro-pallet,58,no,
00105288,euro-pallet,37,no,
00105289,rollcontainer,35,no,
00105290,euro-pallet,28,no,
00105291,euro-pallet,41,no,
00105292,euro-pallet,41,no,
00105293,rollcontainer,42,no,
00105294,euro-pallet,54,no,
00105295,euro-pallet,59,no,
00105296,euro-pallet,68,no,
00105297,euro-pallet,60,no,
00105298,rollcontainer,43,no,
00105299,rollcontainer,35,no,
00105300,euro-pallet,30,no,
00105301,euro-pallet,31,no,
00105302,euro-pallet,93,no,
00105303,euro-pallet,115,no,
00105304,rollcontainer,46,no,
00105305,euro-pallet,49,no,
00105306,rollcontainer,48,no,
00105307,rollcontainer,42,no,
00105308,rollcontainer,41,no,
00105309,euro-pallet,52,no,
00105310,rollcontainer,41,no,
00105311,euro-pallet,51,no,
00105312,euro-pallet,102,no,
00105313,euro-pallet,57,no,
00105314,euro-pallet,51,no,
00105315,rollcontainer,30,no,
00105316,euro-pallet,94,no,
00105317,rollcontainer,40,no,
00105318,rollcontainer,40,no,
00105319,rollcontainer,39,no,
00105320,rollcontainer,50,no,
00105321,rollcontainer,47,no,
00105322,euro-pallet,50,no,
00105323,euro-pallet,32,no,
00105324,rollcontainer,34,no,
00105325,rollcontainer,45,no,
00105326,euro-pallet,31,no,
00105327,rollcontainer,35,no,
00105328,rollcontainer,30,no,
00105329,rollcontainer,45,no,
00105330,rollcontainer,41,no,
00105331,rollcontainer,48,no,
00105332,rollcontainer,21,no,
00105333,rollcontainer,27,no,
00105334,euro-pallet,62,no,
00105335,euro-pallet,60,no,
00105336,rollcontainer,49,no,
00105337,rollcontainer,40,no,
00105338,rollcontainer,51,no,
00105339,euro-pallet,37,no,
00105340,rollcontainer,19,no,
00105341,rollcontainer,33,no,
00105342,rollcontainer,31,no,
00105343,rollcontainer,38,no,
00105344,rollcontainer,34,no,
00105345,rollcontainer,20,no,
00105346,rollcontainer,43,no,
00105347,rollcontainer,49,no,
00105348,rollcontainer,39,no,
00105349,rollcontainer,44,no,
00105350,euro-pallet,47,no,
00105351,rollcontainer,44,no,
00105352,euro-pallet,69,no,
00105353,rollcontainer,16,no,
00105354,euro-pallet,68,no,
00105355,rollcontainer,16,no,
00105356,euro-pallet,43,no,
00105357,euro-pallet,51,no,
00105358,rollcontainer,49,no,
00105359,euro-pallet,46,no,
00105360,euro-pallet,43,no,
00105361,rollcontainer,17,no,
00105362,rollcontainer,31,no,
00105363,rollcontainer,43,no,
00105364,euro-pallet,41,no,
00105365,euro-pallet,42,no,
00105366,euro-pallet,56,no,
00105367,euro-pallet,52,no,
00105368,rollcontainer,46,no,
00105369,rollcontainer,44,no,
00105370,rollcontainer,43,no,
00105371,rollcontainer,33,no,
00105372,rollcontainer,19,no,
00105373,euro-pallet,43,no,
00105374,rollcontainer,33,no,
00105375,euro-pallet,54,no,
00105376,rollcontainer,42,no,
00105377,euro-pallet,56,no,
00105378,euro-pallet,38,no,
00105379,rollcontainer,47,no,
00105380,rollcontainer,46,no,
00105381,rollcontainer,61,no,
00105382,rollcontainer,44,no,
00105383,rollcontainer,43,no,
00105384,euro-pallet,54,no,
00105385,rollcontainer,36,no,
00105386,rollcontainer,44,no,
00105387,euro-pallet,53,no,
00105388,rollcontainer,21,no,
00105389,rollcontainer,22,no,
00105390,euro-pallet,39,no,
00105391,euro-pallet,57,no,
00105392,rollcontainer,42,no,
00105393,euro-pallet,51,no,
00105394,euro-pallet,63,no,
00105395,euro-pallet,63,no,
00105396,euro-pallet,56,no,
00105397,rollcontainer,49,no,
00105398,rollcontainer,32,no,
00105399,rollcontainer,21,no,
00105400,euro-pallet,51,no,
00105401,rollcontainer,17,no,
00105402,euro-pallet,50,no,
00105403,euro-pallet,40,no,
00105404,rollcontainer,24,no,
00105405,euro-pallet,43,no,
00105406,rollcontainer,19,no,
00105407,rollcontainer,48,no,
00105408,rollcontainer,36,no,
00105409,rollcontainer,43,no,
00105410,rollcontainer,29,no,
00105411,rollcontainer,18,no,
00105412,euro-pallet,43,no,
00105413,rollcontainer,25,no,
00105414,rollcontainer,34,no,
00105415,rollcontainer,48,no,
00105416,euro-pallet,44,no,
00105417,rollcontainer,52,no,
00105418,rollcontainer,16,no,
00105419,euro-pallet,56,no,
00105420,euro-pallet,43,no,
00105421,rollcontainer,20,no,
00105422,euro-pallet,47,no,
00105423,euro-pallet,46,no,
00105424,euro-pallet,55,no,
00105425,euro-pallet,72,no,
00105426,rollcontainer,36,no,
00105427,rollcontainer,20,no,
00105428,euro-pallet,64,no,
00105429,rollcontainer,45,no,
00105430,rollcontainer,44,no,
00105431,rollcontainer,27,no,
00105432,rollcontainer,16,no,
00105433,rollcontainer,43,no,
00105434,rollcontainer,25,no,
00105435,euro-pallet,61,no,
00105436,rollcontainer,34,no,
00105437,euro-pallet,57,no,
00105438,euro-pallet,57,no,
00105439,rollcontainer,32,no,
00105440,rollcontainer,36,no,
00105441,rollcontainer,26,no,
00105442,euro-pallet,42,no,
00105443,euro-pallet,64,no,
00105444,rollcontainer,46,no,
00105445,rollcontainer,37,no,
00105446,rollcontainer,74,no,
00105447,rollcontainer,42,no,
00105448,euro-pallet,56,no,
00105449,euro-pallet,50,no,
00105450,rollcontainer,43,no,
00105451,rollcontainer,39,no,
00105452,euro-pallet,65,no,
00105453,rollcontainer,18,no,
00105454,rollcontainer,37,no,
00105455,euro-pallet,52,no,
00105456,rollcontainer,36,no,
00105457,euro-pallet,65,no,
00105458,euro-pallet,45,no,
00105459,rollcontainer,20,no,
00105460,euro-pallet,60,no,
00105461,euro-pallet,46,no,
00105462,rollcontainer,35,no,
00105463,euro-pallet,60,no,
00105464,rollcontainer,48,no,
00105465,rollcontainer,42,no,
00105466,rollcontainer,42,no,
00105467,euro-pallet,42,no,
00105468,rollcontainer,35,no,
00105469,euro-pallet,45,no,
00105470,euro-pallet,64,no,
00105471,euro-pallet,56,no,
00105472,euro-pallet,44,no,
00105473,rollcontainer,16,no,
00105474,rollcontainer,37,no,
00105475,rollcontainer,45,no,
00105476,rollcontainer,43,no,
00105477,rollcontainer,36,no,
00105478,euro-pallet,36,no,
00105479,euro-pallet,57,no,
00105480,rollcontainer,45,no,
00105481,rollcontainer,33,no,
00105482,euro-pallet,66,no,
00105483,rollcontainer,45,no,
00105484,euro-pallet,65,no,
00105485,rollcontainer,32,no,
00105486,euro-pallet,37,no,
00105487,rollcontainer,44,no,
00105488,rollcontainer,16,no,
00105489,euro-pallet,40,no,
00105490,rollcontainer,19,no,
00105491,euro-pallet,45,no,
00105492,rollcontainer,40,no,
00105493,rollcontainer,21,no,
00105494,rollcontainer,26,no,
00105495,rollcontainer,24,no,
00105496,euro-pallet,46,no,
00105497,rollcontainer,40,no,
00105498,euro-pallet,43,no,
00105499,rollcontainer,37,no,
00105500,euro-pallet,39,no,
00105501,rollcontainer,33,no,
00105502,euro-pallet,34,no,
00105503,euro-pallet,57,no,
00105504,rollcontainer,37,no,
00105505,euro-pallet,105,no,
00105506,rollcontainer,35,no,
00105507,rollcontainer,38,no,
00105508,euro-pallet,73,no,
00105509,euro-pallet,52,no,
00105510,euro-pallet,43,no,
00105511,rollcontainer,39,no,
00105512,euro-pallet,58,no,
00105513,rollcontainer,17,no,
00105514,euro-pallet,62,no,
00105515,euro-pallet,35,no,
00105516,euro-pallet,28,no,
00105517,euro-pallet,53,no,
00105518,euro-pallet,48,no,
00105519,rollcontainer,33,no,
00105520,rollcontainer,39,no,
00105521,rollcontainer,36,no,
00105522,rollcontainer,31,no,
00105523,rollcontainer,48,no,
00105524,euro-pallet,55,no,
00105525,rollcontainer,53,no,
00105526,rollcontainer,17,no,
00105527,rollcontainer,41,no,
00105528,euro-pallet,59,no,
00105529,rollcontainer,44,no,
00105530,rollcontainer,31,no,
00105531,rollcontainer,41,no,
00105532,euro-pallet,31,no,
00105533,euro-pallet,61,no,
00105534,rollcontainer,43,no,
00105535,rollcontainer,24,no,
00105536,rollcontainer,51,no,
00105537,euro-pallet,43,yes,bedbpp_order_00105537_euro-pallet.txt
00105538,euro-pallet,28,no,
00105539,rollcontainer,47,no,
00105540,rollcontainer,36,no,
00105541,rollcontainer,38,no,
00105542,euro-pallet,57,no,
00105543,rollcontainer,32,no,
00105544,rollcontainer,60,no,
00105545,euro-pallet,53,no,
00105546,rollcontainer,48,no,
00105547,rollcontainer,43,no,
00105548,euro-pallet,55,no,
00105549,euro-pallet,54,no,
00105550,euro-pallet,42,no,
00105551,rollcontainer,24,no,
00105552,rollcontainer,45,no,
00105553,euro-pallet,45,no,
00105554,euro-pallet,36,no,
00105555,rollcontainer,17,no,
00105556,euro-pallet,35,no,
00105557,euro-pallet,43,no,
00105558,rollcontainer,45,no,
00105559,rollcontainer,15,no,
00105560,rollcontainer,43,no,
00105561,rollcontainer,42,no,
00105562,rollcontainer,26,no,
00105563,rollcontainer,20,no,
00105564,rollcontainer,23,no,
00105565,rollcontainer,33,no,
00105566,rollcontainer,51,no,
00105567,euro-pallet,50,no,
00105568,euro-pallet,32,no,
00105569,rollcontainer,45,no,
00105570,rollcontainer,43,no,
00105571,rollcontainer,37,no,
00105572,rollcontainer,46,no,
00105573,rollcontainer,38,no,
00105574,rollcontainer,69,no,
00105575,euro-pallet,63,no,
00105576,rollcontainer,18,no,
00105577,euro-pallet,28,no,
00105578,euro-pallet,44,no,
00105579,euro-pallet,49,no,
00105580,rollcontainer,47,no,
00105581,rollcontainer,17,no,
00105582,euro-pallet,56,no,
00105583,euro-pallet,115,no,
00105584,euro-pallet,56,no,
00105585,euro-pallet,44,no,
00105586,euro-pallet,47,no,
00105587,rollcontainer,18,no,
00105588,rollcontainer,40,no,
00105589,rollcontainer,39,no,
00105590,euro-pallet,28,no,
00105591,rollcontainer,44,no,
00105592,rollcontainer,38,no,
00105593,rollcontainer,35,no,
00105594,rollcontainer,29,no,
00105595,euro-pallet,60,no,
00105596,rollcontainer,48,no,
00105597,euro-pallet,58,no,
00105598,rollcontainer,23,no,
00105599,euro-pallet,103,no,
00105600,rollcontainer,44,no,
00105601,rollcontainer,27,no,
00105602,euro-pallet,52,no,
00105603,euro-pallet,35,no,
00105604,rollcontainer,51,no,
00105605,euro-pallet,34,no,
00105606,euro-pallet,35,no,
00105607,euro-pallet,52,no,
00105608,euro-pallet,49,no,
00105609,euro-pallet,42,no,
00105610,rollcontainer,24,no,
00105611,rollcontainer,34,no,
00105612,euro-pallet,48,no,
00105613,euro-pallet,45,no,
00105614,euro-pallet,41,no,
00105615,euro-pallet,40,no,
00105616,euro-pallet,53,no,
00105617,euro-pallet,54,no,
00105618,rollcontainer,27,no,
00105619,rollcontainer,27,no,
00105620,rollcontainer,44,no,
00105621,rollcontainer,21,no,
00105622,euro-pallet,50,no,
00105623,rollcontainer,18,no,
00105624,rollcontainer,27,no,
00105625,rollcontainer,32,no,
00105626,rollcontainer,16,no,
00105627,rollcontainer,21,no,
00105628,rollcontainer,34,no,
00105629,rollcontainer,47,no,
00105630,euro-pallet,93,no,
00105631,rollcontainer,45,no,
00105632,euro-pallet,42,no,
00105633,euro-pallet,38,no,
00105634,rollcontainer,30,no,
00105635,euro-pallet,43,no,
00105636,euro-pallet,56,no,
00105637,euro-pallet,57,no,
00105638,rollcontainer,39,no,
00105639,euro-pallet,50,no,
00105640,rollcontainer,42,no,
00105641,rollcontainer,49,no,
00105642,rollcontainer,17,no,
00105643,rollcontainer,39,no,
00105644,euro-pallet,41,no,
00105645,rollcontainer,65,no,
00105646,rollcontainer,37,no,
00105647,euro-pallet,43,no,
00105648,rollcontainer,43,no,
00105649,euro-pallet,42,no,
